ISBN,title,authors,books_count
7462898371221,Takedown,Brad Thor,98
7465214855772,De la Terre e la Lune,Jules Verne,43
7467101812551,Armageddon: The Cosmic Battle of the Ages,"Tim LaHaye, Jerry B. Jenkins",63
7467257551742,Van Gogh: The Life,"Steven Naifeh, Gregory White Smith",56
7467634300373,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas  Moore,23
7471493189896,Moonlight Mile ,Dennis Lehane,44
7473293362403,Vampires in the Lemon Grove,Karen Russell,22
7473546557499,First Among Sequels ,Jasper Fforde,11
7474881005510,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,71
7475965781180,City of Dragons,Robin Hobb,19
7477416785149,The Heist,Daniel Silva,141
7477822916929,The Judgment of Paris: The Revolutionary Decade that Gave the World Impressionism,Ross King,6
7479473606796,Darkfall,Dean Koontz,109
7483402169949,Sweet Reckoning ,Wendy Higgins,431
7486770144442,Well-Schooled in Murder,Elizabeth  George,54
7488207191106,Perfect,Judith McNaught,129
7491032816754,Someone,Alice McDermott,19
7493323771687,Brilliance of the Moon ,Lian Hearn,1
7493399706017,Suicide Notes,Michael Thomas Ford,72
7494749733836,Starter for Ten,David Nicholls,16
7498277264519,The Three Little Pigs ,"Elizabeth Ross, ROFry",16
7498941654815,Vingt ans apres,"Alexandre Dumas, David Coward, Auguste Maquet",139
7503723776403,Friction,Sandra Brown,125
7504382385754,Moon Palace,Paul Auster,3
7505113016541,The Seventh Gate,"Margaret Weis, Tracy Hickman",33
7505558124638,Hellboy: Wake the Devil,Mike Mignola,48
7506595589417,The Unwanteds ,Lisa McMann,18
7506757868175,Ashfall,Mike Mullin,51
7507213517237,Bright Side ,Kim Holden,37
7511408434343,The Day Jimmy's Boa Ate the Wash,"Trinka Hakes Noble, Steven Kellogg",31
7513144288387,The Panther,Nelson DeMille,42
7513715713958,Under the Skin,Michel Faber,90
7515863188632,The Unexpected Mrs. Pollifax,Dorothy Gilman,43
7516459130851,White Fire,"Douglas Preston, Lincoln Child",10
7520638403239,The Innocent Mage ,Karen Miller,81
7523837849096,Wir Kinder vom Bahnhof Zoo,"Christiane F., Kai Hermann, Horst Rieck",35
7524435531903,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,15
7528383481594,S is for Silence,Sue Grafton,75
7533535959008,Maximum Security ,Robert Muchamore,64
7533932265229,Frederick,Leo Lionni,27
7534728243420,Inside Out,Maria V. Snyder,27
7534850384333,March: Book One,"John   Lewis, Andrew Aydin, Nate Powell",21
7535262983359,Everything that Rises Must Converge,"Flannery O'Connor, Robert Fitzgerald",45
7535580306434,Dream Chaser,Sherrilyn Kenyon,67
7535789512649,The Gun Seller,Hugh Laurie,39
7536881517020,I remember nothing and other reflections,Nora Ephron,28
7541578711897,Malgudi Days,"R.K. Narayan, Jhumpa Lahiri",39
7542599998795,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,61
7547530911229,Six Days of the Condor,James Grady,33
7548403025614,Digging to America,Anne Tyler,5
7548730965390,Die Henkerstochter und der schwarze Mench ,"Oliver Petzsch, Lee Chadeayne",78
7549036293871,Flaskepost fra P,Jussi Adler-Olsen,26
7554735580150,The Bellmaker,Brian Jacques,61
7555386345966,Caressed by Ice ,Nalini Singh,81
7559788447465,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,"Jeff Hertzberg, Zoe Franeois, Mark Luinenburg",10
7560670651533,The Code Of The Woosters,P.G. Wodehouse,84
7563834093350,A House for Mr. Biswas,V.S. Naipaul,19
7566040792730,The Bone Bed,Patricia Cornwell,737
7569383502533,The Fry Chronicles: An Autobiography,Stephen Fry,26
7570344348958,Second Treatise of Government,"John Locke, C.B. Macpherson",45
7571013382949,Better Off Friends,Elizabeth Eulberg,87
7572890468221,The Shallows: What the Internet is Doing to Our Brains,Nicholas Carr,52
7573228322488,The House at Tyneford,Natasha Solomons,65
7574639044979,"The Autobiography of Martin Luther King, Jr.","Martin Luther King Jr., Clayborne Carson",63
7575958039629,Geisha: A Life,"Mineko Iwasaki, Rande Brown",77
7577351975869,The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life,A.W. Tozer,79
7581374932124,The Codex,Douglas Preston,1
7586920655662,A Home at the End of the World,Michael Cunningham,35
7589239546838,"Batman, Volume 2: The City of Owls","Scott Snyder, Greg Capullo, Jonathan Glapion, James Tynion IV, Rafael Albuquerque, Jason Fabok, Becky Cloonan, Andy Clarke, Sandu Florea",31
7590493816291,Magic's Pawn,Mercedes Lackey,42
7592561386388,CivilWarLand in Bad Decline,George Saunders,21
7593124309321,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,"Howard E. Wasdin, Stephen Templin",48
7595085901851,Sacred Contracts: Awakening Your Divine Potential,Caroline Myss,20
7595139966653,How We Are Hungry,Dave Eggers,51
7595203073438,"Euthyphro, Apology, Crito, Meno, Phaedo","Plato, G.M.A. Grube, John M. Cooper",28
7600393455556,Wrong,Jana Aston,8
7600652601577,The Happy Prince and The House of Pomegranates,Oscar Wilde,71
7602565737065,The Line,J.D. Horn,18
7613889819466,Twisted Palace,Erin Watt,41
7614350468226,The Diamond of Darkhold,Jeanne DuPrau,79
7615920983536,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B. Hinckley,18
7616354060961,A Death In Vienna,Daniel Silva,46
7618351092860,Pucked ,Helena Hunting,83
7620236657702,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,"Irin Carmon, Shana Knizhnik",15
7621309457678,Touch of Frost,Jennifer Estep,70
7623000022445,Never Knowing,Chevy Stevens,25
7624230362560,The Aquitaine Progression,Robert Ludlum,81
7627181650119,The Forsyte Saga,John Galsworthy,60
7630423195497,"O"" is for OutlawO is for Outlaw ",Sue Grafton,30
7630650418196,Witches of East End,Melissa de la Cruz,43
7631244180478,All He Ever Wanted,Anita Shreve,43
7632438403272,Worth the Fight,Vi Keeland,461
7636540734183,Rose Daughter,Robin McKinley,64
7636893028012,Fools Rush In ,Janice  Thompson,12
7637722411300,Ruby Holler,Sharon Creech,39
7639574554888,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",Jen Lancaster,74
7639689980423,The Pagan Lord,Bernard Cornwell,29
7641323541098,See You at the Top: 25th Anniversary Edition,"Zig Ziglar, Al Mayton",45
7643749860150,The North Water,Ian McGuire,14
7644427819633,The Forge of God,Greg Bear,52
7644702251177,In the Clearing ,Robert Dugoni,10
7644739261118,Hidden Order,Brad Thor,38
7646032987698,Staked,Kevin Hearne,38
7649851488840,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,"David Baggett, Shawn E. Klein",42
7650083767681,Sweet Persuasion ,Maya Banks,31
7652717998110,Redeemed,"P.C. Cast, Kristin Cast",31
7656009166721,"Do No Harm: Stories of Life, Death and Brain Surgery",Henry Marsh,51
7656162641066,Jennifer Government,Max Barry,19
7662056770767,The Christmas Train,David Baldacci,87
7664166867189,Dark Destiny ,Christine Feehan,67
7664988132133,Batman: The Dark Knight Strikes Again,"Frank Miller, Lynn Varley",23
7668843785828,Me: Stories of My Life,Katharine Hepburn,263
7673973276361,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,Neil A. Fiore,13
7675002130472,After Ever Happy,Anna Todd,34
7681296345384,The Auschwitz Escape,Joel C. Rosenberg,45
7681510054233,Made in America: An Informal History of the English Language in the United States,Bill Bryson,81
7681977666772,Das Drama des begabten Kindes und die Suche nach dem wahren Selbst: eine Um- und Fortschreibung,"Alice  Miller, Ruth Ward",69
7682207836663,One Flew Over the Cuckoo's Nest ,Dale Wasserman,36
7686575204082,The Case of Charles Dexter Ward,H.P. Lovecraft,29
7687227984446,Soon I Will Be Invincible,Austin Grossman,25
7687478598486,Paint It Black,Janet Fitch,27
7687773749013,Ever After,Karen Kingsbury,32
7688887055053,Last Orders,Graham Swift,15
7689322951132,Mythologies,"Roland Barthes, Annette Lavers",72
7690925123152,Wife 22,Melanie Gideon,53
7691380596574,Before I Go,Colleen Oakley,41
7691762240541,Travel Team,Mike Lupica,458
7695554198881,The Dark Is Rising Sequence ,Susan Cooper,60
7698140150740,The Flight of Gemma Hardy,Margot Livesey,98
7699304736100,Saint,Ted Dekker,52
7700322374618,Grundlegung zur Metaphysik der Sitten,"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",27
7700431684831,Crimson Shore,"Douglas Preston, Lincoln Child",46
7700487244317,More Than Human,Theodore Sturgeon,28
7702333210835,Burn,"James Patterson, Michael Ledwidge",22
7703050770702,The King's Agent,Donna Russo Morin,88
7703318863248,The Healer,Dee Henderson,22
7704226317278,Islands in the Stream,Ernest Hemingway,60
7705555607047,The Guardian,Dee Henderson,41
7706659856777,Naiv.Super.,"Erlend Loe, Tor Ketil Solberg",58
7706956512125,"The Noticer: Sometimes, all a person needs is a little perspective.",Andy Andrews,39
7709389859001,Under The Net,Iris Murdoch,36
7709897859736,Capital,John Lanchester,39
7711110673407,Lenobia's Vow,"P.C. Cast, Kristin Cast",63
7712104623526,The Goal ,Elle Kennedy,23
7712911342069,Artemis Fowl Boxed Set ,Eoin Colfer,41
7713227033790,The Boyfriend Thief ,Shana Norris,54
7714330305628,The Lewis Man,Peter  May,14
7716794391305,The Elves of Cintra ,Terry Brooks,71
7716939945762,Priestess of the White,Trudi Canavan,27
7721384196405,The Vision ,Jessica Sorensen,38
7723239660965,The Gemini Contenders,Robert Ludlum,140
7723727050924,The Field of Swords ,Conn Iggulden,58
7723942109679,Abandon,Blake Crouch,47
7725823983141,Final Jeopardy,Linda Fairstein,22
7726482568425,April 1865: The Month That Saved America ,Jay Winik,58
7726661380369,The Haunted,Jessica Verday,23
7726866830540,The Protector ,Dee Henderson,64
7726904454887,Tell Me Three Things,Julie Buxbaum,46
7728799076167,The It Girl ,Cecily von Ziegesar,13
7732449744114,Single White Vampire,Lynsay Sands,58
7733043217126,The Wheel of Time: Boxed Set  ,Robert Jordan,31
7733890688155,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,155
7734816347523,Diary ng Panget,"HaveYouSeenThisGirL, Jan Irene Villar",166
7737651979358,Call Me Irresistible,Susan Elizabeth Phillips,30
7738573091292,Who Will Cry When You Die,Robin S. Sharma,71
7740700212340,Promise Not to Tell,Jennifer McMahon,157
7744474219968,A Modern Witch,Debora Geary,13
7744573927994,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,50
7746542203695,Shine Not Burn,Elle Casey,42
7750469334318,Double Identity,Margaret Peterson Haddix,50
7753281797440,Si-cology 1: Tales and Wisdom from Duck Dynastyes Favorite Uncle,"Si Robertson, Mark Schlabach",33
7756085320776,Darth Paper Strikes Back,Tom Angleberger,105
7756717737853,The Girl in the Steel Corset,Kady Cross,43
7757326807066,Gut gegen Nordwind,Daniel Glattauer,27
7757836435087,My Brother Sam Is Dead,"James Lincoln Collier, Christopher Collier",57
7758789831229,Dream Man,Linda Howard,24
7758870419799,Rubicon: The Last Years of the Roman Republic,Tom Holland,36
7759188006148,"The Green Mile, Part 6: Coffey on the Mile",Stephen King,24
7760525606530,Catalyst,Laurie Halse Anderson,120
7761373903064,Nice Girls Don't Have Fangs ,Molly Harper,46
7768126735647,Belinda,"Anne Rice, Anne Rampling",25
7775350403613,When Beauty Tamed the Beast,Eloisa James,77
7775915453614,Miles to Go,Richard Paul Evans,49
7781485582815,The Gift,Julie Garwood,60
7784968126581,My Friend Dahmer,Derf Backderf,25
7787548275960,The Lion's Lady,Julie Garwood,39
7787765443098,Beach Town,Mary Kay Andrews,105
7790238489250,Heart on a Chain,Cindy C. Bennett,54
7793275482057,The Legend of Luke,Brian Jacques,447
7793832414577,The Sheep-Pig,"Dick King-Smith, Maggie Kneen",14
7796907020603,Wishin' and Hopin': A Christmas Story,Wally Lamb,30
7803501857500,Dream Team,Jack McCallum,34
7805632979270,Influencer: The Power to Change Anything,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",182
7805803671425,The Hand of Oberon - The Courts of Chaos ,Roger Zelazny,50
7806015000511,No Place to Run,Maya Banks,20
7806236853865,The Dragonslayer ,"Jeff Smith, Steve Hamaker",78
7809703375711,Eat to Live,Joel Fuhrman,43
7812169343713,A Week to Be Wicked,Tessa Dare,57
7817655376163,Rain Reign,Ann M. Martin,67
7818371672361,Claimed By Shadow,Karen Chance,80
7819674551529,Meet Samantha: An American Girl ,"Susan S. Adler, Renee Graef, Nancy Niles",40
7821230984595,The Secret Scripture,Sebastian Barry,24
7825361811731,Batwoman: Elegy,"Greg Rucka, J.H. Williams III, Rachel Maddow",13
7826049829924,When the Emperor Was Divine,Julie Otsuka,80
7828777781023,Foreplay,Sophie Jordan,49
7829554606098,Night Prey,John Sandford,38
7831543403348,Clouds of Witness,Dorothy L. Sayers,599
7832418491978,Body Movers ,Stephanie Bond,355
7836899607469,"The Nasty Bits: Collected Varietal Cuts, Useable Trim, Scraps, and Bones",Anthony Bourdain,74
7837836814699,Lincoln in the Bardo,George Saunders,55
7839000993796,Zero History,William Gibson,29
7839752345315,Sophie & Carter,Chelsea Fine,18
7842466026421,Small Steps,Louis Sachar,53
7842860453361,The Wicked Girls,Alex Marwood,28
7844712287321,Agents of Light and Darkness,Simon R. Green,30
7847363785731,Stand on Zanzibar,John Brunner,73
7847818237886,Homer's Odyssey ,Gwen Cooper,50
7848272157629,Sad Cypress,Agatha Christie,24
7851241374022,Avatar: Last Airbender v. 1 ,"Michael Dante DiMartino, Bryan Konietzko",80
7853075238768,Five Go to Smuggler's Top,Enid Blyton,34
7854372083707,Indemnity Only,Sara Paretsky,10
7855234672653,Five Run Away Together,Enid Blyton,52
7855413290345,The Promise,Danielle Steel,77
7856835891291,A Redbird Christmas,Fannie Flagg,93
7857886985108,The Haj,Leon Uris,71
7860388405671,The Darkest Road,Guy Gavriel Kay,7
7860677879075,Summer of My German Soldier,Bette Greene,41
7864009552533,Rogues,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",129
7864485187694,The Midwife's Revolt ,Jodi Daynard,28
7867594415857,Bound by Honor,Cora Reilly,23
7870015882242,Anti-Stepbrother,Tijan,5
7870107376678,Deeper than Midnight,Lara Adrian,43
7871512612673,Mercy Blade,Faith Hunter,45
7873690700205,I Do ,Cara Lockwood,24
7876304740715,Skippyjon Jones in Mummy Trouble ,Judy Schachner,47
7877396235786,Daily Rituals: How Artists Work,Mason Currey,13
7878176278068,The Boy Who Came Back from Heaven,"Kevin Malarkey, Alex Malarkey",85
7886317420745,Knight & Stay ,Kitty French,82
7886398483261,An Incomplete Revenge,Jacqueline Winspear,30
7888459095448,The Night Sister,Jennifer McMahon,6
7888542194416,You Don't Have to Say You Love Me,Sarra Manning,97
7889121585080,Tales from Earthsea,Ursula K. Le Guin,63
7890956662118,El ruido de las cosas al caer,"Juan Gabriel Vesquez, Anne McLean",46
7894132611034,Maid for the Billionaire ,Ruth Cardello,22
7895375473000,Ashley Bell,Dean Koontz,28
7897847357206,Johnny Mnemonic,"William Gibson, Terry Bisson",8
7902433539484,Rogue Squadron,Michael A. Stackpole,48
7908561335584,Fine Things,Danielle Steel,16
7909192175129,The Chase,Clive Cussler,37
7910195359548,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,"Neil Postman, Andrew Postman",27
7912846584732,Nerilka's Story ,Anne McCaffrey,30
7914002507339,King of Foxes,Raymond E. Feist,20
7921416293376,Hairy Maclary from Donaldson's Dairy,Lynley Dodd,22
7921953646396,Wonderful Tonight: An Autobiography,"Pattie Boyd, Penny Junor",33
7925857928905,The Obituary Writer,Ann Hood,96
7925993794289,Tunnels,"Roderick Gordon, Brian  Williams",40
7926246490356,The Beatles: The Biography,Bob Spitz,67
7928333836511,Lie Down With Lions,Ken Follett,26
7928815047264,Hulk: Planet Hulk,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",43
7929973860208,Elizabeth: The Struggle for the Throne,David Starkey,42
7930715231639,Rumors of War ,Dean Hughes,43
7932972092812,Journal 64,Jussi Adler-Olsen,612
7933242137704,The Single Girl's To-Do List,Lindsey Kelk,151
7936286971911,Rama Revealed: The Ultimate Encounter,"Arthur C. Clarke, Gentry Lee",52
7939429623407,The Redhead Revealed,Alice Clayton,79
7939630993135,Skin,Ted Dekker,24
7940364829622,Clariel: The Lost Abhorsen,Garth Nix,15
7942198979865,Death at La Fenice,Donna Leon,57
7942784053481,The Big Nowhere,James Ellroy,23
7948897007267,In This Mountain ,Jan Karon,27
7949088109379,Code to Zero,Ken Follett,13
7952078879227,The Old Curiosity Shop,"Charles Dickens, Norman Page",34
7957511600351,Dibs in Search of Self: Personality Development in Play Therapy,Virginia M. Axline,137
7958781548385,"Hawkeye, Volume 2: Little Hits","Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",175
7960349333440,Hands of Light: A Guide to Healing Through the Human Energy Field,"Barbara Ann Brennan, Jos. A. Smith",48
7960783810232,P,Bohumil Hrabal,78
7962611646827,The Complete Wreck ,"Lemony Snicket, Brett Helquist",61
7963402037189,Midnight in Austenland ,Shannon Hale,41
7965170108685,Pebble in the Sky,Isaac Asimov,62
7965171989009,Too Good To Be True,Kristan Higgins,40
7965303736388,"Ultimate Spider-Man, Volume 1: Power and Responsibility","Brian Michael Bendis, Mark Bagley",53
7967496023537,Independence ,Shelly Crane,14
7970114447021,Night Owl ,M. Pierce,20
7974668465502,Mortal Prey,John Sandford,102
7975890318756,"One, Two, Buckle My Shoe","Agatha Christie, Hugh Fraser",36
7976256301458,Gemina,"Amie Kaufman, Jay Kristoff, Marie Lu",66
7977685064175,Staying Fat for Sarah Byrnes,Chris Crutcher,15
7978252754750,Lorna Doone: A Romance of Exmoor,"R.D. Blackmore, Michelle Allen",53
